transaction_id,account_id,customer_id,card_network,card_type,product,txn_ts,amount_inr,currency,merchant_name,merchant_category,merchant_city,merchant_country,channel,auth_type,status,decline_reason,is_international,fx_rate,amount_base_inr,risk_score,fraud_label,device_id,ip_country
txn_00250_ed17f6e9,ACC5162,CUST57187,RUPAY,DEBIT,Branded Cards,2025-09-11T22:14:33.844789+05:30,150.19,INR,NetConnect,Utilities,Chennai,IN,ECOM,online,APPROVED,,0,,150.19,52,0,dev_c460042231,IN
txn_00251_92174fb0,ACC3534,CUST22358,RUPAY,CREDIT,Branded Cards,2025-12-26T21:46:26.844789+05:30,75,INR,DailyMart,Grocery,Bangalore,IN,POS,contactless,DECLINED,SUSPECTED_FRAUD,0,,75,49,0,,IN
txn_00252_cafbc4fe,ACC8905,CUST32662,AMEX,CREDIT,Branded Cards,2025-09-02T17:33:20.844789+05:30,156.31,INR,CityCab,Travel,Chennai,IN,ECOM,online,APPROVED,,0,,156.31,37,0,dev_b913c37b5d,IN
txn_00253_3a0a2b59,ACC1187,CUST93084,VISA,DEBIT,Branded Cards,2025-07-28T00:36:34.844789+05:30,147.09,INR,GreenLeaf Grocers,Grocery,Kolkata,IN,POS,chip_pin,APPROVED,,0,,147.09,12,0,,IN
txn_00254_c0ba22a4,ACC9269,CUST21807,VISA,DEBIT,Branded Cards,2025-11-09T22:48:33.844789+05:30,75,INR,QuickServices,Other,Chennai,IN,POS,chip_pin,APPROVED,,0,,75,30,0,,IN
txn_00255_a6f9c0e1,ACC4212,CUST83553,AMEX,DEBIT,Branded Cards,2025-07-31T19:26:53.844789+05:30,229.44,INR,SkyRoute,Travel,Chennai,IN,POS,chip_pin,APPROVED,,0,,229.44,53,0,,IN
txn_00256_9dc0a8b5,ACC8245,CUST91681,MASTERCARD,CREDIT,Branded Cards,2025-11-28T22:29:55.844789+05:30,75,INR,MetroPetro,Fuel,Kolkata,IN,POS,chip_pin,APPROVED,,0,,75,46,0,,IN
txn_00257_c017466e,ACC5237,CUST81932,VISA,CREDIT,Branded Cards,2025-09-03T15:51:04.844789+05:30,75,EUR,ClickBazaar,Ecomm,Chennai,DE,POS,chip_pin,APPROVED,,1,96.83,7262.08,36,0,,IN
txn_00258_110c8d92,ACC7367,CUST96556,MASTERCARD,CREDIT,Branded Cards,2025-10-28T01:25:13.844789+05:30,83.78,INR,WellnessRx,Pharmacy,Bangalore,IN,POS,chip_pin,APPROVED,,0,,83.78,46,0,,IN
txn_00259_753e9662,ACC1352,CUST15210,VISA,CREDIT,Branded Cards,2025-11-02T19:15:36.844789+05:30,165.12,INR,TasteHub,Dining,Kolkata,IN,POS,contactless,APPROVED,,0,,165.12,43,0,,IN
txn_00260_e3f16406,ACC1482,CUST82737,AMEX,DEBIT,Branded Cards,2025-10-26T06:19:20.844789+05:30,75,INR,FunZone,Entertainment,Delhi,IN,POS,contactless,APPROVED,,0,,75,21,0,,IN
txn_00261_e8e46b31,ACC6395,CUST68873,MASTERCARD,DEBIT,Branded Cards,2025-08-20T09:44:16.844789+05:30,250.58,INR,WellnessRx,Pharmacy,Delhi,IN,POS,contactless,APPROVED,,0,,250.58,31,0,,IN
txn_00262_a7fecdcd,ACC3589,CUST51614,MASTERCARD,CREDIT,Branded Cards,2025-12-18T18:14:36.844789+05:30,75.82,INR,CityServices,Other,Pune,IN,ECOM,online,APPROVED,,0,,75.82,26,0,dev_c5f9cc83ed,IN
txn_00263_26e6a84a,ACC4079,CUST23994,VISA,CREDIT,Branded Cards,2025-12-03T07:48:32.844789+05:30,120.96,INR,PowerGrid,Utilities,Bangalore,IN,ECOM,online,APPROVED,,0,,120.96,34,0,dev_bdeee9795e,IN
txn_00264_794e0838,ACC3253,CUST31467,VISA,DEBIT,Branded Cards,2025-11-17T06:17:49.844789+05:30,246.59,INR,ClickBazaar,Ecomm,Pune,IN,POS,chip_pin,APPROVED,,0,,246.59,50,0,,IN
txn_00265_e338e579,ACC5043,CUST66040,VISA,DEBIT,Branded Cards,2025-09-24T13:00:45.844789+05:30,154.61,INR,DailyMart,Grocery,Kolkata,IN,POS,chip_pin,APPROVED,,0,,154.61,25,0,,IN
txn_00266_8420e0d8,ACC1807,CUST34884,RUPAY,DEBIT,Branded Cards,2025-10-22T22:31:54.844789+05:30,123.41,INR,WellnessRx,Pharmacy,Bangalore,IN,POS,contactless,APPROVED,,0,,123.41,39,0,,IN
txn_00267_f016716b,ACC9952,CUST27734,RUPAY,DEBIT,Branded Cards,2025-09-26T23:28:41.844789+05:30,75,INR,Cafe Mosaic,Dining,Delhi,IN,POS,chip_pin,APPROVED,,0,,75,10,0,,IN
txn_00268_1d39e9c2,ACC8362,CUST93109,AMEX,DEBIT,Branded Cards,2025-10-05T11:25:46.844789+05:30,75,INR,FreshBasket,Grocery,Ahmedabad,IN,POS,chip_pin,APPROVED,,0,,75,50,0,,IN
txn_00269_4f3c9771,ACC8311,CUST47851,RUPAY,CREDIT,Branded Cards,2025-07-29T07:57:23.844789+05:30,89.41,INR,WellnessRx,Pharmacy,Kolkata,IN,POS,chip_pin,APPROVED,,0,,89.41,14,0,,IN
txn_00270_e1d5c0dc,ACC9967,CUST46452,VISA,CREDIT,Branded Cards,2025-07-30T15:38:51.844789+05:30,121.94,INR,ShopSphere,Ecomm,Hyderabad,IN,POS,contactless,APPROVED,,0,,121.94,31,0,,IN
txn_00271_ac0e1f71,ACC5659,CUST90096,MASTERCARD,CREDIT,Branded Cards,2025-07-19T16:52:24.844789+05:30,520.49,INR,SkyRoute,Travel,Bangalore,IN,ECOM,online,DECLINED,INSUFFICIENT_FUNDS,0,,520.49,47,0,dev_2dfe656dcc,GB
txn_00272_dc0228af,ACC5496,CUST53150,MASTERCARD,DEBIT,Branded Cards,2025-08-23T23:28:15.844789+05:30,531.8,INR,PowerGrid,Utilities,Mumbai,IN,ECOM,online,APPROVED,,0,,531.8,90,1,dev_1f227197ca,GB
txn_00273_850b7073,ACC9154,CUST74553,MASTERCARD,CREDIT,Branded Cards,2025-11-19T16:20:51.844789+05:30,75,INR,FreshBasket,Grocery,Mumbai,IN,POS,contactless,APPROVED,,0,,75,44,0,,IN
txn_00274_3381001f,ACC5614,CUST43347,MASTERCARD,DEBIT,Branded Cards,2025-12-19T03:19:47.844789+05:30,190.8,INR,ShopSphere,Ecomm,Mumbai,IN,POS,chip_pin,APPROVED,,0,,190.8,27,0,,IN
txn_00275_e45def26,ACC9797,CUST53923,AMEX,DEBIT,Branded Cards,2025-09-08T23:27:50.844789+05:30,75,INR,FreshBasket,Grocery,Chennai,IN,POS,chip_pin,APPROVED,,0,,75,7,0,,IN
txn_00276_db9a0eb7,ACC6152,CUST14145,VISA,DEBIT,Branded Cards,2025-10-27T23:28:01.844789+05:30,232.88,INR,NetConnect,Utilities,Bangalore,IN,POS,contactless,APPROVED,,0,,232.88,43,0,,IN
txn_00277_0662200c,ACC8907,CUST75543,VISA,DEBIT,Branded Cards,2025-11-27T07:36:36.844789+05:30,90.4,INR,UrbanCart,Ecomm,Ahmedabad,IN,ECOM,online,APPROVED,,0,,90.4,49,0,dev_7117b4e75b,IN
txn_00278_1da76d69,ACC1067,CUST50760,AMEX,DEBIT,Branded Cards,2025-12-24T16:53:53.844789+05:30,90.9,INR,LocalStore,Other,Chennai,IN,POS,chip_pin,APPROVED,,0,,90.9,51,0,,IN
txn_00279_1e1e5d91,ACC5467,CUST29571,VISA,DEBIT,Branded Cards,2025-11-26T04:34:21.844789+05:30,75,INR,StarCinemas,Entertainment,Mumbai,IN,POS,contactless,DECLINED,INVALID_PIN,0,,75,23,0,,IN
txn_00280_214c87b1,ACC1475,CUST71700,VISA,CREDIT,Branded Cards,2025-07-17T12:41:54.844789+05:30,80.8,INR,CityServices,Other,Mumbai,IN,POS,contactless,APPROVED,,0,,80.8,24,0,,IN
txn_00281_c3b1927b,ACC8629,CUST84421,VISA,DEBIT,Branded Cards,2025-12-03T11:09:09.844789+05:30,230,INR,FreshBasket,Grocery,Kolkata,IN,POS,contactless,APPROVED,,0,,230,47,0,,IN
txn_00282_e1e538a1,ACC6320,CUST69412,RUPAY,CREDIT,Branded Cards,2025-09-03T13:26:01.844789+05:30,75,INR,FunZone,Entertainment,Ahmedabad,IN,POS,chip_pin,APPROVED,,0,,75,16,0,,IN
txn_00283_cadcc10f,ACC5949,CUST79828,VISA,DEBIT,Branded Cards,2025-09-08T23:56:32.844789+05:30,93.4,INR,MetroPetro,Fuel,Ahmedabad,IN,POS,chip_pin,APPROVED,,0,,93.4,50,0,,IN
txn_00284_2c4f5416,ACC2276,CUST85260,RUPAY,CREDIT,Branded Cards,2025-09-03T10:22:23.844789+05:30,643.17,INR,ClickBazaar,Ecomm,Delhi,IN,ATM,atm_pin,APPROVED,,0,,643.17,32,0,,IN
txn_00285_d1291d13,ACC3276,CUST86122,RUPAY,DEBIT,Branded Cards,2025-07-27T14:31:43.844789+05:30,127.85,INR,QuickServices,Other,Ahmedabad,IN,POS,contactless,DECLINED,INSUFFICIENT_FUNDS,0,,127.85,25,0,,IN
txn_00286_fb8a61eb,ACC6640,CUST21703,MASTERCARD,CREDIT,Branded Cards,2025-08-09T14:14:23.844789+05:30,75,INR,PlayArena,Entertainment,Hyderabad,IN,POS,contactless,APPROVED,,0,,75,48,0,,IN
txn_00287_9714fadc,ACC7459,CUST91948,RUPAY,CREDIT,Branded Cards,2025-10-16T00:35:54.844789+05:30,75,EUR,SpiceTrail,Dining,Chennai,DE,ECOM,online,APPROVED,,1,95.13,7134.9,86,1,dev_6e3c38c3f0,SG
txn_00288_2023fd4b,ACC3200,CUST11520,RUPAY,DEBIT,Branded Cards,2025-12-17T14:55:42.844789+05:30,75,INR,WellnessRx,Pharmacy,Pune,IN,ECOM,online,APPROVED,,0,,75,59,0,dev_49277e0fbc,IN
txn_00289_5af56a23,ACC4698,CUST34352,VISA,CREDIT,Branded Cards,2025-09-18T16:31:25.844789+05:30,238.8,INR,PlayArena,Entertainment,Kolkata,IN,ATM,atm_pin,APPROVED,,0,,238.8,34,0,,IN
txn_00290_dbfe679a,ACC5578,CUST70940,VISA,DEBIT,Branded Cards,2025-08-26T11:41:13.844789+05:30,299.51,INR,ClickBazaar,Ecomm,Hyderabad,IN,POS,contactless,DECLINED,INSUFFICIENT_FUNDS,0,,299.51,49,0,,IN
txn_00291_833de3ad,ACC8687,CUST85230,VISA,CREDIT,Branded Cards,2025-10-12T23:12:24.844789+05:30,246.36,INR,PlayArena,Entertainment,Mumbai,IN,ECOM,online,APPROVED,,0,,246.36,46,0,dev_7802c2b367,IN
txn_00292_0d36f5e4,ACC5780,CUST91830,AMEX,DEBIT,Branded Cards,2025-12-30T04:05:34.844789+05:30,109.58,INR,SpiceTrail,Dining,Bangalore,IN,ECOM,online,APPROVED,,0,,109.58,53,0,dev_2b94010dfe,IN
txn_00293_bd2cf4eb,ACC3476,CUST96396,RUPAY,CREDIT,Branded Cards,2025-09-13T01:04:21.844789+05:30,75,INR,RailEase,Travel,Mumbai,IN,ECOM,online,APPROVED,,0,,75,54,0,dev_e82cb37e23,IN
txn_00294_2ad3136f,ACC4454,CUST85727,MASTERCARD,DEBIT,Branded Cards,2025-10-09T12:33:27.844789+05:30,151.02,INR,UrbanCart,Ecomm,Delhi,IN,ECOM,online,APPROVED,,0,,151.02,57,0,dev_b970aff6eb,IN
txn_00295_deca8598,ACC8122,CUST11554,AMEX,CREDIT,Branded Cards,2025-10-23T22:11:40.844789+05:30,129.99,INR,FreshBasket,Grocery,Ahmedabad,IN,POS,contactless,APPROVED,,0,,129.99,48,0,,IN
txn_00296_acdfe0ff,ACC4961,CUST98065,RUPAY,DEBIT,Branded Cards,2025-08-08T07:26:18.844789+05:30,75,INR,CityServices,Other,Bangalore,IN,POS,contactless,APPROVED,,0,,75,11,0,,IN
txn_00297_178976de,ACC1931,CUST87874,AMEX,CREDIT,Branded Cards,2025-07-21T06:38:28.844789+05:30,170.68,USD,NetConnect,Utilities,Bangalore,US,ECOM,online,APPROVED,,1,83.45,14244.06,98,1,dev_0608b6f61d,SG
txn_00298_b1356d67,ACC6298,CUST43729,VISA,CREDIT,Branded Cards,2025-11-25T11:50:29.844789+05:30,75,INR,FuelPoint,Fuel,Delhi,IN,POS,chip_pin,APPROVED,,0,,75,45,0,,IN
txn_00299_a4b1cf6a,ACC2740,CUST67878,AMEX,CREDIT,Branded Cards,2025-10-31T10:46:29.844789+05:30,75,INR,HealthFirst,Pharmacy,Chennai,IN,ATM,atm_pin,APPROVED,,0,,75,11,0,,IN
txn_00300_b525a4d9,ACC9039,CUST72670,VISA,CREDIT,Branded Cards,2025-09-15T23:49:46.844789+05:30,119.78,INR,FuelPoint,Fuel,Hyderabad,IN,ECOM,online,DECLINED,NETWORK_ERROR,0,,119.78,49,0,dev_00931b9fae,IN
txn_00301_a5d5bbf9,ACC4327,CUST33149,VISA,CREDIT,Branded Cards,2025-08-17T13:06:12.844789+05:30,93.55,INR,DailyMart,Grocery,Ahmedabad,IN,POS,contactless,APPROVED,,0,,93.55,26,0,,IN
txn_00302_067e4b72,ACC4907,CUST74124,RUPAY,CREDIT,Branded Cards,2025-09-28T12:14:31.844789+05:30,75,INR,TasteHub,Dining,Kolkata,IN,ECOM,online,APPROVED,,0,,75,29,0,dev_0923d34d22,IN
txn_00303_dfcf338c,ACC9791,CUST29523,AMEX,DEBIT,Branded Cards,2025-08-10T06:03:10.844789+05:30,75,INR,LocalStore,Other,Bangalore,IN,POS,chip_pin,APPROVED,,0,,75,46,0,,IN
txn_00304_cc96bf43,ACC4613,CUST18271,VISA,CREDIT,Branded Cards,2025-11-14T23:01:03.844789+05:30,103.75,INR,CityCab,Travel,Bangalore,IN,POS,chip_pin,APPROVED,,0,,103.75,9,0,,IN
txn_00305_3e5f7e23,ACC1666,CUST27481,AMEX,DEBIT,Branded Cards,2025-12-10T15:31:04.844789+05:30,75,INR,PowerGrid,Utilities,Delhi,IN,POS,chip_pin,APPROVED,,0,,75,31,0,,IN
txn_00306_34c6ea9b,ACC3344,CUST93863,RUPAY,CREDIT,Branded Cards,2025-10-27T19:29:25.844789+05:30,84.33,INR,DailyMart,Grocery,Mumbai,IN,POS,chip_pin,APPROVED,,0,,84.33,49,0,,IN
txn_00307_187ebca4,ACC6929,CUST80742,RUPAY,DEBIT,Branded Cards,2025-08-29T06:33:07.844789+05:30,363.23,INR,ShopSphere,Ecomm,Bangalore,IN,POS,contactless,APPROVED,,0,,363.23,40,0,,IN
txn_00308_0dd4c0e6,ACC6966,CUST47363,RUPAY,CREDIT,Branded Cards,2025-11-12T22:42:34.844789+05:30,75,INR,SpiceTrail,Dining,Pune,IN,POS,chip_pin,APPROVED,,0,,75,47,0,,IN
txn_00309_71dfc82c,ACC6340,CUST64927,AMEX,DEBIT,Branded Cards,2025-11-16T02:40:39.844789+05:30,130.41,INR,StarCinemas,Entertainment,Mumbai,IN,ECOM,online,APPROVED,,0,,130.41,63,0,dev_3ce523e8a9,IN
txn_00310_6328143e,ACC7119,CUST27878,MASTERCARD,CREDIT,Branded Cards,2025-09-10T07:27:59.844789+05:30,75,INR,PowerGrid,Utilities,Mumbai,IN,POS,contactless,APPROVED,,0,,75,32,0,,IN
txn_00311_9a87e357,ACC3568,CUST93623,AMEX,DEBIT,Branded Cards,2025-08-02T08:20:54.844789+05:30,270.48,INR,UrbanCart,Ecomm,Delhi,IN,POS,chip_pin,APPROVED,,0,,270.48,19,0,,IN
txn_00312_53c9aacb,ACC8114,CUST85951,MASTERCARD,CREDIT,Branded Cards,2025-11-09T16:59:23.844789+05:30,75,INR,WellnessRx,Pharmacy,Ahmedabad,IN,ECOM,online,APPROVED,,0,,75,32,0,dev_3fdf629d0c,IN
txn_00313_8ef90060,ACC1203,CUST63296,MASTERCARD,CREDIT,Branded Cards,2025-11-11T09:42:13.844789+05:30,75,INR,MediPlus,Pharmacy,Bangalore,IN,ATM,atm_pin,APPROVED,,0,,75,49,0,,IN
txn_00314_ca342e3c,ACC7068,CUST92157,AMEX,DEBIT,Branded Cards,2025-09-08T15:28:26.844789+05:30,389.51,INR,ClickBazaar,Ecomm,Mumbai,IN,POS,contactless,APPROVED,,0,,389.51,34,0,,IN
txn_00315_55f01600,ACC1898,CUST77467,VISA,CREDIT,Branded Cards,2025-07-17T01:16:59.844789+05:30,201.04,INR,WellnessRx,Pharmacy,Chennai,IN,POS,contactless,APPROVED,,0,,201.04,55,0,,IN
txn_00316_1d121daf,ACC8839,CUST86037,VISA,CREDIT,Branded Cards,2025-07-10T06:53:49.844789+05:30,119.12,INR,HealthFirst,Pharmacy,Ahmedabad,IN,POS,contactless,APPROVED,,0,,119.12,54,0,,IN
txn_00317_9ef6a99f,ACC7031,CUST98251,MASTERCARD,DEBIT,Branded Cards,2025-07-12T12:08:46.844789+05:30,109.3,INR,AquaFlow,Utilities,Kolkata,IN,POS,chip_pin,APPROVED,,0,,109.3,39,0,,IN
txn_00318_f3bd2348,ACC1371,CUST48426,MASTERCARD,DEBIT,Branded Cards,2025-09-20T18:49:21.844789+05:30,75,INR,SpeedFuel,Fuel,Kolkata,IN,ECOM,online,APPROVED,,0,,75,50,0,dev_34dfff8cea,IN
txn_00319_a7dfeb92,ACC6346,CUST73720,MASTERCARD,DEBIT,Branded Cards,2025-08-06T19:13:58.844789+05:30,236.28,INR,AquaFlow,Utilities,Ahmedabad,IN,ECOM,online,DECLINED,SUSPECTED_FRAUD,0,,236.28,38,0,dev_946964a112,IN
txn_00320_5a66219e,ACC5659,CUST69759,RUPAY,DEBIT,Branded Cards,2025-11-23T16:00:42.844789+05:30,75,INR,TasteHub,Dining,Delhi,IN,ECOM,online,APPROVED,,0,,75,26,0,dev_0cd8739636,IN
txn_00321_5f775a7a,ACC8347,CUST80761,MASTERCARD,DEBIT,Branded Cards,2025-11-24T19:06:22.844789+05:30,168.16,INR,SkyRoute,Travel,Delhi,IN,POS,chip_pin,DECLINED,INVALID_PIN,0,,168.16,50,0,,IN
txn_00322_f83811c5,ACC3409,CUST84086,AMEX,CREDIT,Branded Cards,2025-09-14T02:12:15.844789+05:30,81.16,INR,DailyMart,Grocery,Ahmedabad,IN,ECOM,online,APPROVED,,0,,81.16,35,0,dev_794ba99d78,IN
txn_00323_ef87bf0d,ACC5553,CUST35652,VISA,DEBIT,Branded Cards,2025-12-31T11:29:31.844789+05:30,75,INR,FreshBasket,Grocery,Mumbai,IN,POS,contactless,APPROVED,,0,,75,43,0,,IN
txn_00324_8f9fdc15,ACC2435,CUST38271,RUPAY,CREDIT,Branded Cards,2025-09-13T23:24:13.844789+05:30,75,INR,LocalStore,Other,Pune,IN,POS,chip_pin,APPROVED,,0,,75,23,0,,IN
txn_00325_10ecf6ae,ACC7156,CUST21593,RUPAY,DEBIT,Branded Cards,2026-01-03T23:37:39.844789+05:30,228.66,INR,RailEase,Travel,Kolkata,IN,ECOM,online,APPROVED,,0,,228.66,38,0,dev_fc867a211a,IN
txn_00326_7e7d5e88,ACC8593,CUST39428,AMEX,DEBIT,Branded Cards,2025-12-30T14:26:47.844789+05:30,147.89,INR,RailEase,Travel,Ahmedabad,IN,ECOM,online,APPROVED,,0,,147.89,56,0,dev_95d5a76023,AE
txn_00327_9950f11a,ACC6927,CUST86161,MASTERCARD,DEBIT,Branded Cards,2025-09-03T17:56:37.844789+05:30,95.2,INR,TasteHub,Dining,Ahmedabad,IN,POS,contactless,APPROVED,,0,,95.2,12,0,,IN
txn_00328_6b65450b,ACC6832,CUST16385,RUPAY,DEBIT,Branded Cards,2025-10-23T03:54:59.844789+05:30,75,INR,PlayArena,Entertainment,Mumbai,IN,POS,chip_pin,APPROVED,,0,,75,49,0,,IN
txn_00329_230f1e69,ACC9489,CUST46885,VISA,CREDIT,Branded Cards,2025-10-01T20:52:51.844789+05:30,143.02,INR,SkyRoute,Travel,Delhi,IN,POS,contactless,APPROVED,,0,,143.02,11,0,,IN
txn_00330_6ad73453,ACC8544,CUST20013,RUPAY,DEBIT,Branded Cards,2025-12-07T09:45:27.844789+05:30,392.24,INR,SkyRoute,Travel,Pune,IN,POS,chip_pin,APPROVED,,0,,392.24,39,0,,IN
txn_00331_b1b9fd9d,ACC3332,CUST39697,VISA,DEBIT,Branded Cards,2025-10-19T09:58:18.844789+05:30,190.34,INR,AquaFlow,Utilities,Chennai,IN,POS,contactless,APPROVED,,0,,190.34,6,0,,IN
txn_00332_18b475b1,ACC3028,CUST88878,MASTERCARD,CREDIT,Branded Cards,2025-11-13T17:08:29.844789+05:30,124.59,USD,MetroPetro,Fuel,Mumbai,US,POS,contactless,APPROVED,,1,74.59,9293.2,39,0,,IN
txn_00333_c363f61f,ACC1229,CUST79315,MASTERCARD,CREDIT,Branded Cards,2025-11-11T07:33:41.844789+05:30,75,INR,PowerGrid,Utilities,Mumbai,IN,POS,contactless,APPROVED,,0,,75,20,0,,IN
txn_00334_5ad5a309,ACC7219,CUST65586,AMEX,CREDIT,Branded Cards,2025-11-11T19:48:44.844789+05:30,75,INR,QuickServices,Other,Mumbai,IN,ATM,atm_pin,APPROVED,,0,,75,16,0,,IN
txn_00335_4fdfaf5d,ACC8273,CUST39605,MASTERCARD,DEBIT,Branded Cards,2025-08-16T23:42:24.844789+05:30,75,INR,MetroPetro,Fuel,Mumbai,IN,POS,chip_pin,APPROVED,,0,,75,36,0,,IN
txn_00336_1a0a7680,ACC3764,CUST18481,AMEX,DEBIT,Branded Cards,2025-10-04T07:17:13.844789+05:30,217.57,GBP,ShopSphere,Ecomm,Ahmedabad,GB,ATM,atm_pin,APPROVED,,1,106.43,23155.02,42,0,,IN
txn_00337_f1773294,ACC7557,CUST56674,AMEX,CREDIT,Branded Cards,2025-09-05T16:34:29.844789+05:30,124.66,INR,MediPlus,Pharmacy,Pune,IN,ECOM,online,APPROVED,,0,,124.66,58,0,dev_cdca1c3218,IN
txn_00338_d48f5ba3,ACC2117,CUST75291,RUPAY,DEBIT,Branded Cards,2025-07-16T13:33:41.844789+05:30,75,INR,LocalStore,Other,Delhi,IN,ECOM,online,APPROVED,,0,,75,20,0,dev_bc197f9b8d,IN
txn_00339_813a3aa5,ACC5287,CUST81098,MASTERCARD,DEBIT,Branded Cards,2025-10-09T18:51:19.844789+05:30,402.62,INR,PowerGrid,Utilities,Hyderabad,IN,ECOM,online,APPROVED,,0,,402.62,48,0,dev_7fa97ef131,IN
txn_00340_639ac771,ACC8986,CUST24336,VISA,CREDIT,Branded Cards,2025-08-12T20:40:30.844789+05:30,125.49,SGD,MediPlus,Pharmacy,Kolkata,SG,POS,contactless,APPROVED,,1,64.02,8033.87,68,0,,IN
txn_00341_d6415102,ACC7003,CUST55727,RUPAY,DEBIT,Branded Cards,2025-08-09T13:33:22.844789+05:30,160.44,INR,QuickServices,Other,Bangalore,IN,POS,contactless,APPROVED,,0,,160.44,23,0,,IN
txn_00342_1d4dfdb1,ACC6531,CUST32253,AMEX,DEBIT,Branded Cards,2025-12-30T18:55:56.844789+05:30,153.98,SGD,MetroPetro,Fuel,Chennai,SG,ATM,atm_pin,APPROVED,,1,58.46,9001.22,27,0,,IN
txn_00343_34b6685d,ACC6504,CUST75107,AMEX,CREDIT,Branded Cards,2025-08-30T02:10:23.844789+05:30,75,INR,PlayArena,Entertainment,Kolkata,IN,POS,contactless,APPROVED,,0,,75,41,0,,IN
txn_00344_b7bba2aa,ACC2552,CUST87576,MASTERCARD,DEBIT,Branded Cards,2025-10-11T04:34:57.844789+05:30,116.92,INR,AquaFlow,Utilities,Pune,IN,POS,chip_pin,APPROVED,,0,,116.92,30,0,,IN
txn_00345_4052e3a5,ACC9443,CUST69405,VISA,DEBIT,Branded Cards,2025-07-17T18:35:57.844789+05:30,128,INR,MediPlus,Pharmacy,Chennai,IN,ECOM,online,APPROVED,,0,,128,42,0,dev_6a33383ec9,IN
txn_00346_af704164,ACC5919,CUST67067,MASTERCARD,CREDIT,Branded Cards,2025-09-22T02:56:01.844789+05:30,94.45,INR,QuickServices,Other,Ahmedabad,IN,POS,contactless,APPROVED,,0,,94.45,17,0,,IN
txn_00347_76d32b96,ACC8952,CUST83377,VISA,CREDIT,Branded Cards,2025-09-15T23:10:13.844789+05:30,75,INR,HealthFirst,Pharmacy,Hyderabad,IN,ECOM,online,APPROVED,,0,,75,36,0,dev_cc3edec38e,IN
txn_00348_f480ada5,ACC7668,CUST57636,VISA,CREDIT,Branded Cards,2025-07-17T14:35:57.844789+05:30,301.26,INR,CityCab,Travel,Delhi,IN,POS,contactless,APPROVED,,0,,301.26,10,0,,IN
txn_00349_be741860,ACC4865,CUST65426,VISA,DEBIT,Branded Cards,2025-11-11T09:16:57.844789+05:30,217.74,INR,SkyRoute,Travel,Mumbai,IN,POS,chip_pin,APPROVED,,0,,217.74,26,0,,IN
txn_00350_2518ec09,ACC6947,CUST72288,VISA,CREDIT,Branded Cards,2025-10-03T03:18:55.844789+05:30,443.17,INR,UrbanCart,Ecomm,Ahmedabad,IN,POS,chip_pin,APPROVED,,0,,443.17,48,0,,IN
txn_00351_02038340,ACC7438,CUST43493,VISA,CREDIT,Branded Cards,2025-10-20T11:14:58.844789+05:30,75,INR,GreenLeaf Grocers,Grocery,Pune,IN,POS,contactless,APPROVED,,0,,75,12,0,,IN
txn_00352_bca83a82,ACC7765,CUST53610,MASTERCARD,DEBIT,Branded Cards,2025-09-19T10:52:48.844789+05:30,277.87,INR,ShopSphere,Ecomm,Ahmedabad,IN,ECOM,online,APPROVED,,0,,277.87,47,0,dev_7df0c44ecb,IN
txn_00353_5050127e,ACC2347,CUST24526,MASTERCARD,DEBIT,Branded Cards,2025-11-26T05:26:51.844789+05:30,75,USD,QuickServices,Other,Chennai,US,POS,contactless,APPROVED,,1,85.54,6415.85,64,0,,IN
txn_00354_e05b1892,ACC7182,CUST84762,MASTERCARD,DEBIT,Branded Cards,2025-11-09T13:46:50.844789+05:30,108.92,INR,AquaFlow,Utilities,Ahmedabad,IN,ECOM,online,APPROVED,,0,,108.92,42,0,dev_2e5e1b015f,IN
txn_00355_eb8466e4,ACC8433,CUST98291,VISA,CREDIT,Branded Cards,2025-09-01T10:13:14.844789+05:30,75,INR,MetroPetro,Fuel,Pune,IN,POS,chip_pin,DECLINED,LIMIT_EXCEEDED,0,,75,41,0,,IN
txn_00356_68950908,ACC3391,CUST13771,MASTERCARD,CREDIT,Branded Cards,2025-10-23T05:00:13.844789+05:30,203.62,INR,UrbanCart,Ecomm,Hyderabad,IN,ECOM,online,APPROVED,,0,,203.62,28,0,dev_6b307a1acb,IN
txn_00357_8e978ce1,ACC1962,CUST16830,MASTERCARD,DEBIT,Branded Cards,2025-10-12T05:59:06.844789+05:30,525.88,INR,UrbanCart,Ecomm,Ahmedabad,IN,POS,contactless,APPROVED,,0,,525.88,50,0,,IN
txn_00358_77d468ea,ACC3161,CUST21750,RUPAY,DEBIT,Branded Cards,2025-10-15T19:13:24.844789+05:30,85.3,INR,FreshBasket,Grocery,Hyderabad,IN,POS,contactless,APPROVED,,0,,85.3,21,0,,IN
txn_00359_c2f5da5f,ACC5321,CUST77760,RUPAY,CREDIT,Branded Cards,2025-10-16T22:40:10.844789+05:30,75,INR,SpiceTrail,Dining,Chennai,IN,POS,chip_pin,APPROVED,,0,,75,32,0,,IN
txn_00360_7c360908,ACC8499,CUST74616,MASTERCARD,DEBIT,Branded Cards,2025-12-08T09:08:42.844789+05:30,75,AED,StarCinemas,Entertainment,Ahmedabad,AE,POS,chip_pin,DECLINED,SUSPECTED_FRAUD,1,20.98,1573.6,54,0,,IN
txn_00361_13ab7d2c,ACC5033,CUST75288,VISA,DEBIT,Branded Cards,2025-07-16T11:06:07.844789+05:30,84.82,INR,SpeedFuel,Fuel,Hyderabad,IN,POS,chip_pin,APPROVED,,0,,84.82,5,0,,IN
