transaction_id,account_id,customer_id,card_network,card_type,product,txn_ts,amount_inr,currency,merchant_name,merchant_category,merchant_city,merchant_country,channel,auth_type,status,decline_reason,is_international,fx_rate,amount_base_inr,risk_score,fraud_label,device_id,ip_country,latitude,longitude
txn_00231_cdd8af09,ACC4863,CUST82789,AMEX,CREDIT,Branded Cards,2025-09-17T00:39:48.438179+05:30,75.00,INR,FunZone,Entertainment,Pune,IN,POS,contactless,APPROVED,,0,,75.00,41,0,,IN,18.551819,73.878782
txn_00232_65fdaadb,ACC2621,CUST31409,MASTERCARD,CREDIT,Branded Cards,2025-12-21T06:41:10.438179+05:30,274.34,INR,CityCab,Travel,Bangalore,IN,POS,contactless,APPROVED,,0,,274.34,36,0,,IN,12.977814,77.601383
txn_00233_c655a597,ACC8322,CUST20277,AMEX,DEBIT,Branded Cards,2025-09-29T16:11:17.438179+05:30,84.91,INR,MetroPetro,Fuel,Chennai,IN,POS,contactless,APPROVED,,0,,84.91,54,0,,IN,13.065209,80.271744
txn_00234_e33fc52c,ACC8289,CUST57600,AMEX,DEBIT,Branded Cards,2025-08-07T19:33:51.438179+05:30,131.11,INR,SkyRoute,Travel,Chennai,IN,POS,contactless,APPROVED,,0,,131.11,23,0,,IN,13.093238,80.260246
txn_00235_0dc78104,ACC1431,CUST62037,RUPAY,DEBIT,Branded Cards,2025-08-24T11:30:00.438179+05:30,223.01,INR,SkyRoute,Travel,Bangalore,IN,POS,chip_pin,APPROVED,,0,,223.01,11,0,,IN,13.015279,77.591919
txn_00236_79e546e7,ACC8654,CUST80855,VISA,DEBIT,Branded Cards,2025-10-27T18:33:33.438179+05:30,79.35,INR,SkyRoute,Travel,Kolkata,IN,POS,chip_pin,APPROVED,,0,,79.35,7,0,,IN,22.608637,88.346420
txn_00237_3a2516fe,ACC2467,CUST67915,RUPAY,CREDIT,Branded Cards,2025-10-19T01:12:48.438179+05:30,78.81,INR,QuickServices,Other,Ahmedabad,IN,ECOM,online,APPROVED,,0,,78.81,51,0,dev_7b58e0058f,IN,,
txn_00238_8c57a277,ACC7121,CUST34716,RUPAY,DEBIT,Branded Cards,2025-09-21T18:07:19.438179+05:30,359.34,INR,CityCab,Travel,Bangalore,IN,POS,chip_pin,APPROVED,,0,,359.34,32,0,,IN,12.981300,77.624277
txn_00239_48e09502,ACC9715,CUST45235,RUPAY,DEBIT,Branded Cards,2025-09-22T07:41:10.438179+05:30,384.96,INR,ShopSphere,Ecomm,Kolkata,IN,ECOM,online,APPROVED,,0,,384.96,34,0,dev_afb1a50a3d,IN,,
txn_00240_4838a888,ACC5410,CUST26389,VISA,CREDIT,Branded Cards,2025-09-15T14:13:56.438179+05:30,176.38,INR,CityCab,Travel,Mumbai,IN,ECOM,online,APPROVED,,0,,176.38,43,0,dev_2f05aa5eab,DE,,
txn_00241_785b8a07,ACC3975,CUST35191,MASTERCARD,CREDIT,Branded Cards,2025-11-02T00:38:17.438179+05:30,473.91,INR,SkyRoute,Travel,Ahmedabad,IN,POS,contactless,APPROVED,,0,,473.91,14,0,,IN,23.050065,72.528538
txn_00242_a110e887,ACC1691,CUST82034,VISA,CREDIT,Branded Cards,2025-08-25T10:05:02.438179+05:30,75.00,INR,UrbanCart,Ecomm,Ahmedabad,IN,POS,chip_pin,APPROVED,,0,,75.00,29,0,,IN,23.003711,72.553706
txn_00243_95aeb18b,ACC2960,CUST61879,AMEX,DEBIT,Branded Cards,2025-11-04T14:12:21.438179+05:30,75.00,INR,SpiceTrail,Dining,Chennai,IN,ECOM,online,APPROVED,,0,,75.00,34,0,dev_cb2ad820ca,IN,,
txn_00244_5115d7ee,ACC6690,CUST67503,VISA,DEBIT,Branded Cards,2025-11-17T13:45:13.438179+05:30,305.24,INR,CityCab,Travel,Mumbai,IN,POS,contactless,APPROVED,,0,,305.24,49,0,,IN,19.036739,72.876484
txn_00245_ea1af7d2,ACC3627,CUST19027,RUPAY,DEBIT,Branded Cards,2025-08-23T08:53:12.438179+05:30,241.80,INR,CityCab,Travel,Bangalore,IN,POS,contactless,APPROVED,,0,,241.80,25,0,,IN,12.949132,77.627735
txn_00246_89f90de9,ACC7348,CUST34886,RUPAY,DEBIT,Branded Cards,2025-08-23T20:24:57.438179+05:30,89.46,INR,TasteHub,Dining,Chennai,IN,POS,contactless,APPROVED,,0,,89.46,44,0,,IN,13.104800,80.286529
txn_00247_9b1fc6d1,ACC2161,CUST11715,MASTERCARD,DEBIT,Branded Cards,2025-11-12T14:39:21.438179+05:30,139.40,INR,AquaFlow,Utilities,Chennai,IN,POS,chip_pin,DECLINED,SUSPECTED_FRAUD,0,,139.40,44,0,,IN,13.058294,80.257335
txn_00248_19e9e3a4,ACC4784,CUST79685,RUPAY,CREDIT,Branded Cards,2025-09-29T07:37:59.438179+05:30,82.47,INR,PlayArena,Entertainment,Bangalore,IN,POS,contactless,APPROVED,,0,,82.47,24,0,,IN,12.943190,77.596549
txn_00249_66cc7376,ACC9268,CUST54238,MASTERCARD,CREDIT,Branded Cards,2025-07-21T08:46:19.438179+05:30,413.54,INR,RailEase,Travel,Kolkata,IN,ECOM,online,APPROVED,,0,,413.54,52,0,dev_2ecadec379,IN,,
txn_00250_ed17f6e9,ACC5162,CUST57187,RUPAY,DEBIT,Branded Cards,2025-09-11T22:14:17.438179+05:30,150.19,INR,NetConnect,Utilities,Chennai,IN,ECOM,online,APPROVED,,0,,150.19,52,0,dev_c460042231,IN,,
txn_00251_92174fb0,ACC3534,CUST22358,RUPAY,CREDIT,Branded Cards,2025-12-26T21:46:10.438179+05:30,75.00,INR,DailyMart,Grocery,Bangalore,IN,POS,contactless,DECLINED,SUSPECTED_FRAUD,0,,75.00,49,0,,IN,13.013511,77.595727
txn_00252_cafbc4fe,ACC8905,CUST32662,AMEX,CREDIT,Branded Cards,2025-09-02T17:33:04.438179+05:30,156.31,INR,CityCab,Travel,Chennai,IN,ECOM,online,APPROVED,,0,,156.31,37,0,dev_b913c37b5d,IN,,
txn_00253_3a0a2b59,ACC1187,CUST93084,VISA,DEBIT,Branded Cards,2025-07-28T00:36:18.438179+05:30,147.09,INR,GreenLeaf Grocers,Grocery,Kolkata,IN,POS,chip_pin,APPROVED,,0,,147.09,12,0,,IN,,
txn_00254_c0ba22a4,ACC9269,CUST21807,VISA,DEBIT,Branded Cards,2025-11-09T22:48:17.438179+05:30,75.00,INR,QuickServices,Other,Chennai,IN,POS,chip_pin,APPROVED,,0,,75.00,30,0,,IN,,
txn_00255_a6f9c0e1,ACC4212,CUST83553,AMEX,DEBIT,Branded Cards,2025-07-31T19:26:37.438179+05:30,229.44,INR,SkyRoute,Travel,Chennai,IN,POS,chip_pin,APPROVED,,0,,229.44,53,0,,IN,13.088630,80.269486
txn_00256_9dc0a8b5,ACC8245,CUST91681,MASTERCARD,CREDIT,Branded Cards,2025-11-28T22:29:39.438179+05:30,75.00,INR,MetroPetro,Fuel,Kolkata,IN,POS,chip_pin,APPROVED,,0,,75.00,46,0,,IN,22.553082,88.412665
txn_00257_c017466e,ACC5237,CUST81932,VISA,CREDIT,Branded Cards,2025-09-03T15:50:48.438179+05:30,75.00,EUR,ClickBazaar,Ecomm,Chennai,DE,POS,chip_pin,APPROVED,,1,96.83,7262.08,36,0,,IN,13.053888,80.275342
txn_00258_110c8d92,ACC7367,CUST96556,MASTERCARD,CREDIT,Branded Cards,2025-10-28T01:24:57.438179+05:30,83.78,INR,WellnessRx,Pharmacy,Bangalore,IN,POS,chip_pin,APPROVED,,0,,83.78,46,0,,IN,,
txn_00259_753e9662,ACC1352,CUST15210,VISA,CREDIT,Branded Cards,2025-11-02T19:15:20.438179+05:30,165.12,INR,TasteHub,Dining,Kolkata,IN,POS,contactless,APPROVED,,0,,165.12,43,0,,IN,22.541242,88.363965
txn_00260_e3f16406,ACC1482,CUST82737,AMEX,DEBIT,Branded Cards,2025-10-26T06:19:04.438179+05:30,75.00,INR,FunZone,Entertainment,Delhi,IN,POS,contactless,APPROVED,,0,,75.00,21,0,,IN,,
txn_00261_e8e46b31,ACC6395,CUST68873,MASTERCARD,DEBIT,Branded Cards,2025-08-20T09:44:00.438179+05:30,250.58,INR,WellnessRx,Pharmacy,Delhi,IN,POS,contactless,APPROVED,,0,,250.58,31,0,,IN,28.669375,77.149554
txn_00262_a7fecdcd,ACC3589,CUST51614,MASTERCARD,CREDIT,Branded Cards,2025-12-18T18:14:20.438179+05:30,75.82,INR,CityServices,Other,Pune,IN,ECOM,online,APPROVED,,0,,75.82,26,0,dev_c5f9cc83ed,IN,,
txn_00263_26e6a84a,ACC4079,CUST23994,VISA,CREDIT,Branded Cards,2025-12-03T07:48:16.438179+05:30,120.96,INR,PowerGrid,Utilities,Bangalore,IN,ECOM,online,APPROVED,,0,,120.96,34,0,dev_bdeee9795e,IN,,
txn_00264_794e0838,ACC3253,CUST31467,VISA,DEBIT,Branded Cards,2025-11-17T06:17:33.438179+05:30,246.59,INR,ClickBazaar,Ecomm,Pune,IN,POS,chip_pin,APPROVED,,0,,246.59,50,0,,IN,18.488798,73.845446
txn_00265_e338e579,ACC5043,CUST66040,VISA,DEBIT,Branded Cards,2025-09-24T13:00:29.438179+05:30,154.61,INR,DailyMart,Grocery,Kolkata,IN,POS,chip_pin,APPROVED,,0,,154.61,25,0,,IN,,
txn_00266_8420e0d8,ACC1807,CUST34884,RUPAY,DEBIT,Branded Cards,2025-10-22T22:31:38.438179+05:30,123.41,INR,WellnessRx,Pharmacy,Bangalore,IN,POS,contactless,APPROVED,,0,,123.41,39,0,,IN,12.995117,77.600370
txn_00267_f016716b,ACC9952,CUST27734,RUPAY,DEBIT,Branded Cards,2025-09-26T23:28:25.438179+05:30,75.00,INR,Cafe Mosaic,Dining,Delhi,IN,POS,chip_pin,APPROVED,,0,,75.00,10,0,,IN,28.665417,77.130373
txn_00268_1d39e9c2,ACC8362,CUST93109,AMEX,DEBIT,Branded Cards,2025-10-05T11:25:30.438179+05:30,75.00,INR,FreshBasket,Grocery,Ahmedabad,IN,POS,chip_pin,APPROVED,,0,,75.00,50,0,,IN,23.044337,72.533754
txn_00269_4f3c9771,ACC8311,CUST47851,RUPAY,CREDIT,Branded Cards,2025-07-29T07:57:07.438179+05:30,89.41,INR,WellnessRx,Pharmacy,Kolkata,IN,POS,chip_pin,APPROVED,,0,,89.41,14,0,,IN,22.593805,88.355858
txn_00270_e1d5c0dc,ACC9967,CUST46452,VISA,CREDIT,Branded Cards,2025-07-30T15:38:35.438179+05:30,121.94,INR,ShopSphere,Ecomm,Hyderabad,IN,POS,contactless,APPROVED,,0,,121.94,31,0,,IN,17.395122,78.437357
txn_00271_ac0e1f71,ACC5659,CUST90096,MASTERCARD,CREDIT,Branded Cards,2025-07-19T16:52:08.438179+05:30,520.49,INR,SkyRoute,Travel,Bangalore,IN,ECOM,online,DECLINED,INSUFFICIENT_FUNDS,0,,520.49,47,0,dev_2dfe656dcc,GB,,
txn_00272_dc0228af,ACC5496,CUST53150,MASTERCARD,DEBIT,Branded Cards,2025-08-23T23:27:59.438179+05:30,531.80,INR,PowerGrid,Utilities,Mumbai,IN,ECOM,online,APPROVED,,0,,531.80,90,1,dev_1f227197ca,GB,,
txn_00273_850b7073,ACC9154,CUST74553,MASTERCARD,CREDIT,Branded Cards,2025-11-19T16:20:35.438179+05:30,75.00,INR,FreshBasket,Grocery,Mumbai,IN,POS,contactless,APPROVED,,0,,75.00,44,0,,IN,19.038971,72.883963
txn_00274_3381001f,ACC5614,CUST43347,MASTERCARD,DEBIT,Branded Cards,2025-12-19T03:19:31.438179+05:30,190.80,INR,ShopSphere,Ecomm,Mumbai,IN,POS,chip_pin,APPROVED,,0,,190.80,27,0,,IN,19.089750,72.828830
txn_00275_e45def26,ACC9797,CUST53923,AMEX,DEBIT,Branded Cards,2025-09-08T23:27:34.438179+05:30,75.00,INR,FreshBasket,Grocery,Chennai,IN,POS,chip_pin,APPROVED,,0,,75.00,7,0,,IN,13.080850,80.283420
txn_00276_db9a0eb7,ACC6152,CUST14145,VISA,DEBIT,Branded Cards,2025-10-27T23:27:45.438179+05:30,232.88,INR,NetConnect,Utilities,Bangalore,IN,POS,contactless,APPROVED,,0,,232.88,43,0,,IN,12.999834,77.575428
txn_00277_0662200c,ACC8907,CUST75543,VISA,DEBIT,Branded Cards,2025-11-27T07:36:20.438179+05:30,90.40,INR,UrbanCart,Ecomm,Ahmedabad,IN,ECOM,online,APPROVED,,0,,90.40,49,0,dev_7117b4e75b,IN,,
txn_00278_1da76d69,ACC1067,CUST50760,AMEX,DEBIT,Branded Cards,2025-12-24T16:53:37.438179+05:30,90.90,INR,LocalStore,Other,Chennai,IN,POS,chip_pin,APPROVED,,0,,90.90,51,0,,IN,13.071459,80.307181
txn_00279_1e1e5d91,ACC5467,CUST29571,VISA,DEBIT,Branded Cards,2025-11-26T04:34:05.438179+05:30,75.00,INR,StarCinemas,Entertainment,Mumbai,IN,POS,contactless,DECLINED,INVALID_PIN,0,,75.00,23,0,,IN,19.057915,72.871812
txn_00280_214c87b1,ACC1475,CUST71700,VISA,CREDIT,Branded Cards,2025-07-17T12:41:38.438179+05:30,80.80,INR,CityServices,Other,Mumbai,IN,POS,contactless,APPROVED,,0,,80.80,24,0,,IN,19.059874,72.872065
txn_00281_c3b1927b,ACC8629,CUST84421,VISA,DEBIT,Branded Cards,2025-12-03T11:08:53.438179+05:30,230.00,INR,FreshBasket,Grocery,Kolkata,IN,POS,contactless,APPROVED,,0,,230.00,47,0,,IN,22.530455,88.406178
txn_00282_e1e538a1,ACC6320,CUST69412,RUPAY,CREDIT,Branded Cards,2025-09-03T13:25:45.438179+05:30,75.00,INR,FunZone,Entertainment,Ahmedabad,IN,POS,chip_pin,APPROVED,,0,,75.00,16,0,,IN,23.039018,72.600278
txn_00283_cadcc10f,ACC5949,CUST79828,VISA,DEBIT,Branded Cards,2025-09-08T23:56:16.438179+05:30,93.40,INR,MetroPetro,Fuel,Ahmedabad,IN,POS,chip_pin,APPROVED,,0,,93.40,50,0,,IN,23.005087,72.586345
txn_00284_2c4f5416,ACC2276,CUST85260,RUPAY,CREDIT,Branded Cards,2025-09-03T10:22:07.438179+05:30,643.17,INR,ClickBazaar,Ecomm,Delhi,IN,ATM,atm_pin,APPROVED,,0,,643.17,32,0,,IN,28.688320,77.121913
txn_00285_d1291d13,ACC3276,CUST86122,RUPAY,DEBIT,Branded Cards,2025-07-27T14:31:27.438179+05:30,127.85,INR,QuickServices,Other,Ahmedabad,IN,POS,contactless,DECLINED,INSUFFICIENT_FUNDS,0,,127.85,25,0,,IN,23.038516,72.530453
txn_00286_fb8a61eb,ACC6640,CUST21703,MASTERCARD,CREDIT,Branded Cards,2025-08-09T14:14:07.438179+05:30,75.00,INR,PlayArena,Entertainment,Hyderabad,IN,POS,contactless,APPROVED,,0,,75.00,48,0,,IN,17.429333,78.480173
txn_00287_9714fadc,ACC7459,CUST91948,RUPAY,CREDIT,Branded Cards,2025-10-16T00:35:38.438179+05:30,75.00,EUR,SpiceTrail,Dining,Chennai,DE,ECOM,online,APPROVED,,1,95.13,7134.90,86,1,dev_6e3c38c3f0,SG,,
txn_00288_2023fd4b,ACC3200,CUST11520,RUPAY,DEBIT,Branded Cards,2025-12-17T14:55:26.438179+05:30,75.00,INR,WellnessRx,Pharmacy,Pune,IN,ECOM,online,APPROVED,,0,,75.00,59,0,dev_49277e0fbc,IN,,
txn_00289_5af56a23,ACC4698,CUST34352,VISA,CREDIT,Branded Cards,2025-09-18T16:31:09.438179+05:30,238.80,INR,PlayArena,Entertainment,Kolkata,IN,ATM,atm_pin,APPROVED,,0,,238.80,34,0,,IN,22.577805,88.358905
txn_00290_dbfe679a,ACC5578,CUST70940,VISA,DEBIT,Branded Cards,2025-08-26T11:40:57.438179+05:30,299.51,INR,ClickBazaar,Ecomm,Hyderabad,IN,POS,contactless,DECLINED,INSUFFICIENT_FUNDS,0,,299.51,49,0,,IN,17.408019,78.489341
txn_00291_833de3ad,ACC8687,CUST85230,VISA,CREDIT,Branded Cards,2025-10-12T23:12:08.438179+05:30,246.36,INR,PlayArena,Entertainment,Mumbai,IN,ECOM,online,APPROVED,,0,,246.36,46,0,dev_7802c2b367,IN,,
txn_00292_0d36f5e4,ACC5780,CUST91830,AMEX,DEBIT,Branded Cards,2025-12-30T04:05:18.438179+05:30,109.58,INR,SpiceTrail,Dining,Bangalore,IN,ECOM,online,APPROVED,,0,,109.58,53,0,dev_2b94010dfe,IN,,
txn_00293_bd2cf4eb,ACC3476,CUST96396,RUPAY,CREDIT,Branded Cards,2025-09-13T01:04:05.438179+05:30,75.00,INR,RailEase,Travel,Mumbai,IN,ECOM,online,APPROVED,,0,,75.00,54,0,dev_e82cb37e23,IN,,
txn_00294_2ad3136f,ACC4454,CUST85727,MASTERCARD,DEBIT,Branded Cards,2025-10-09T12:33:11.438179+05:30,151.02,INR,UrbanCart,Ecomm,Delhi,IN,ECOM,online,APPROVED,,0,,151.02,57,0,dev_b970aff6eb,IN,,
txn_00295_deca8598,ACC8122,CUST11554,AMEX,CREDIT,Branded Cards,2025-10-23T22:11:24.438179+05:30,129.99,INR,FreshBasket,Grocery,Ahmedabad,IN,POS,contactless,APPROVED,,0,,129.99,48,0,,IN,23.019959,72.535915
txn_00296_acdfe0ff,ACC4961,CUST98065,RUPAY,DEBIT,Branded Cards,2025-08-08T07:26:02.438179+05:30,75.00,INR,CityServices,Other,Bangalore,IN,POS,contactless,APPROVED,,0,,75.00,11,0,,IN,12.980018,77.590711
txn_00297_178976de,ACC1931,CUST87874,AMEX,CREDIT,Branded Cards,2025-07-21T06:38:12.438179+05:30,170.68,USD,NetConnect,Utilities,Bangalore,US,ECOM,online,APPROVED,,1,83.45,14244.06,98,1,dev_0608b6f61d,SG,,
txn_00298_b1356d67,ACC6298,CUST43729,VISA,CREDIT,Branded Cards,2025-11-25T11:50:13.438179+05:30,75.00,INR,FuelPoint,Fuel,Delhi,IN,POS,chip_pin,APPROVED,,0,,75.00,45,0,,IN,28.753625,77.129436
txn_00299_a4b1cf6a,ACC2740,CUST67878,AMEX,CREDIT,Branded Cards,2025-10-31T10:46:13.438179+05:30,75.00,INR,HealthFirst,Pharmacy,Chennai,IN,ATM,atm_pin,APPROVED,,0,,75.00,11,0,,IN,13.109571,80.242539
txn_00300_b525a4d9,ACC9039,CUST72670,VISA,CREDIT,Branded Cards,2025-09-15T23:49:30.438179+05:30,119.78,INR,FuelPoint,Fuel,Hyderabad,IN,ECOM,online,DECLINED,NETWORK_ERROR,0,,119.78,49,0,dev_00931b9fae,IN,,
txn_00301_a5d5bbf9,ACC4327,CUST33149,VISA,CREDIT,Branded Cards,2025-08-17T13:05:56.438179+05:30,93.55,INR,DailyMart,Grocery,Ahmedabad,IN,POS,contactless,APPROVED,,0,,93.55,26,0,,IN,23.018464,72.598051
txn_00302_067e4b72,ACC4907,CUST74124,RUPAY,CREDIT,Branded Cards,2025-09-28T12:14:15.438179+05:30,75.00,INR,TasteHub,Dining,Kolkata,IN,ECOM,online,APPROVED,,0,,75.00,29,0,dev_0923d34d22,IN,,
txn_00303_dfcf338c,ACC9791,CUST29523,AMEX,DEBIT,Branded Cards,2025-08-10T06:02:54.438179+05:30,75.00,INR,LocalStore,Other,Bangalore,IN,POS,chip_pin,APPROVED,,0,,75.00,46,0,,IN,12.967437,77.612408
txn_00304_cc96bf43,ACC4613,CUST18271,VISA,CREDIT,Branded Cards,2025-11-14T23:00:47.438179+05:30,103.75,INR,CityCab,Travel,Bangalore,IN,POS,chip_pin,APPROVED,,0,,103.75,9,0,,IN,12.932233,77.594314
txn_00305_3e5f7e23,ACC1666,CUST27481,AMEX,DEBIT,Branded Cards,2025-12-10T15:30:48.438179+05:30,75.00,INR,PowerGrid,Utilities,Delhi,IN,POS,chip_pin,APPROVED,,0,,75.00,31,0,,IN,28.691093,77.069001
txn_00306_34c6ea9b,ACC3344,CUST93863,RUPAY,CREDIT,Branded Cards,2025-10-27T19:29:09.438179+05:30,84.33,INR,DailyMart,Grocery,Mumbai,IN,POS,chip_pin,APPROVED,,0,,84.33,49,0,,IN,19.103256,72.896936
txn_00307_187ebca4,ACC6929,CUST80742,RUPAY,DEBIT,Branded Cards,2025-08-29T06:32:51.438179+05:30,363.23,INR,ShopSphere,Ecomm,Bangalore,IN,POS,contactless,APPROVED,,0,,363.23,40,0,,IN,12.933351,77.597620
txn_00308_0dd4c0e6,ACC6966,CUST47363,RUPAY,CREDIT,Branded Cards,2025-11-12T22:42:18.438179+05:30,75.00,INR,SpiceTrail,Dining,Pune,IN,POS,chip_pin,APPROVED,,0,,75.00,47,0,,IN,,
txn_00309_71dfc82c,ACC6340,CUST64927,AMEX,DEBIT,Branded Cards,2025-11-16T02:40:23.438179+05:30,130.41,INR,StarCinemas,Entertainment,Mumbai,IN,ECOM,online,APPROVED,,0,,130.41,63,0,dev_3ce523e8a9,IN,,
txn_00310_6328143e,ACC7119,CUST27878,MASTERCARD,CREDIT,Branded Cards,2025-09-10T07:27:43.438179+05:30,75.00,INR,PowerGrid,Utilities,Mumbai,IN,POS,contactless,APPROVED,,0,,75.00,32,0,,IN,19.118789,72.873199
txn_00311_9a87e357,ACC3568,CUST93623,AMEX,DEBIT,Branded Cards,2025-08-02T08:20:38.438179+05:30,270.48,INR,UrbanCart,Ecomm,Delhi,IN,POS,chip_pin,APPROVED,,0,,270.48,19,0,,IN,,
txn_00312_53c9aacb,ACC8114,CUST85951,MASTERCARD,CREDIT,Branded Cards,2025-11-09T16:59:07.438179+05:30,75.00,INR,WellnessRx,Pharmacy,Ahmedabad,IN,ECOM,online,APPROVED,,0,,75.00,32,0,dev_3fdf629d0c,IN,,
txn_00313_8ef90060,ACC1203,CUST63296,MASTERCARD,CREDIT,Branded Cards,2025-11-11T09:41:57.438179+05:30,75.00,INR,MediPlus,Pharmacy,Bangalore,IN,ATM,atm_pin,APPROVED,,0,,75.00,49,0,,IN,12.966844,77.568651
txn_00314_ca342e3c,ACC7068,CUST92157,AMEX,DEBIT,Branded Cards,2025-09-08T15:28:10.438179+05:30,389.51,INR,ClickBazaar,Ecomm,Mumbai,IN,POS,contactless,APPROVED,,0,,389.51,34,0,,IN,19.113420,72.868236
txn_00315_55f01600,ACC1898,CUST77467,VISA,CREDIT,Branded Cards,2025-07-17T01:16:43.438179+05:30,201.04,INR,WellnessRx,Pharmacy,Chennai,IN,POS,contactless,APPROVED,,0,,201.04,55,0,,IN,13.101167,80.282746
txn_00316_1d121daf,ACC8839,CUST86037,VISA,CREDIT,Branded Cards,2025-07-10T06:53:33.438179+05:30,119.12,INR,HealthFirst,Pharmacy,Ahmedabad,IN,POS,contactless,APPROVED,,0,,119.12,54,0,,IN,23.070625,72.545263
txn_00317_9ef6a99f,ACC7031,CUST98251,MASTERCARD,DEBIT,Branded Cards,2025-07-12T12:08:30.438179+05:30,109.30,INR,AquaFlow,Utilities,Kolkata,IN,POS,chip_pin,APPROVED,,0,,109.30,39,0,,IN,22.575886,88.343126
txn_00318_f3bd2348,ACC1371,CUST48426,MASTERCARD,DEBIT,Branded Cards,2025-09-20T18:49:05.438179+05:30,75.00,INR,SpeedFuel,Fuel,Kolkata,IN,ECOM,online,APPROVED,,0,,75.00,50,0,dev_34dfff8cea,IN,,
txn_00319_a7dfeb92,ACC6346,CUST73720,MASTERCARD,DEBIT,Branded Cards,2025-08-06T19:13:42.438179+05:30,236.28,INR,AquaFlow,Utilities,Ahmedabad,IN,ECOM,online,DECLINED,SUSPECTED_FRAUD,0,,236.28,38,0,dev_946964a112,IN,,
txn_00320_5a66219e,ACC5659,CUST69759,RUPAY,DEBIT,Branded Cards,2025-11-23T16:00:26.438179+05:30,75.00,INR,TasteHub,Dining,Delhi,IN,ECOM,online,APPROVED,,0,,75.00,26,0,dev_0cd8739636,IN,,
txn_00321_5f775a7a,ACC8347,CUST80761,MASTERCARD,DEBIT,Branded Cards,2025-11-24T19:06:06.438179+05:30,168.16,INR,SkyRoute,Travel,Delhi,IN,POS,chip_pin,DECLINED,INVALID_PIN,0,,168.16,50,0,,IN,28.685794,77.086885
txn_00322_f83811c5,ACC3409,CUST84086,AMEX,CREDIT,Branded Cards,2025-09-14T02:11:59.438179+05:30,81.16,INR,DailyMart,Grocery,Ahmedabad,IN,ECOM,online,APPROVED,,0,,81.16,35,0,dev_794ba99d78,IN,,
txn_00323_ef87bf0d,ACC5553,CUST35652,VISA,DEBIT,Branded Cards,2025-12-31T11:29:15.438179+05:30,75.00,INR,FreshBasket,Grocery,Mumbai,IN,POS,contactless,APPROVED,,0,,75.00,43,0,,IN,19.084343,72.849914
txn_00324_8f9fdc15,ACC2435,CUST38271,RUPAY,CREDIT,Branded Cards,2025-09-13T23:23:57.438179+05:30,75.00,INR,LocalStore,Other,Pune,IN,POS,chip_pin,APPROVED,,0,,75.00,23,0,,IN,18.501209,73.851258
txn_00325_10ecf6ae,ACC7156,CUST21593,RUPAY,DEBIT,Branded Cards,2026-01-03T23:37:23.438179+05:30,228.66,INR,RailEase,Travel,Kolkata,IN,ECOM,online,APPROVED,,0,,228.66,38,0,dev_fc867a211a,IN,,
txn_00326_7e7d5e88,ACC8593,CUST39428,AMEX,DEBIT,Branded Cards,2025-12-30T14:26:31.438179+05:30,147.89,INR,RailEase,Travel,Ahmedabad,IN,ECOM,online,APPROVED,,0,,147.89,56,0,dev_95d5a76023,AE,,
txn_00327_9950f11a,ACC6927,CUST86161,MASTERCARD,DEBIT,Branded Cards,2025-09-03T17:56:21.438179+05:30,95.20,INR,TasteHub,Dining,Ahmedabad,IN,POS,contactless,APPROVED,,0,,95.20,12,0,,IN,23.021805,72.618463
txn_00328_6b65450b,ACC6832,CUST16385,RUPAY,DEBIT,Branded Cards,2025-10-23T03:54:43.438179+05:30,75.00,INR,PlayArena,Entertainment,Mumbai,IN,POS,chip_pin,APPROVED,,0,,75.00,49,0,,IN,19.042331,72.854967
txn_00329_230f1e69,ACC9489,CUST46885,VISA,CREDIT,Branded Cards,2025-10-01T20:52:35.438179+05:30,143.02,INR,SkyRoute,Travel,Delhi,IN,POS,contactless,APPROVED,,0,,143.02,11,0,,IN,28.689263,77.066872
txn_00330_6ad73453,ACC8544,CUST20013,RUPAY,DEBIT,Branded Cards,2025-12-07T09:45:11.438179+05:30,392.24,INR,SkyRoute,Travel,Pune,IN,POS,chip_pin,APPROVED,,0,,392.24,39,0,,IN,18.540626,73.886958
txn_00331_b1b9fd9d,ACC3332,CUST39697,VISA,DEBIT,Branded Cards,2025-10-19T09:58:02.438179+05:30,190.34,INR,AquaFlow,Utilities,Chennai,IN,POS,contactless,APPROVED,,0,,190.34,6,0,,IN,13.044560,80.233571
txn_00332_18b475b1,ACC3028,CUST88878,MASTERCARD,CREDIT,Branded Cards,2025-11-13T17:08:13.438179+05:30,124.59,USD,MetroPetro,Fuel,Mumbai,US,POS,contactless,APPROVED,,1,74.59,9293.20,39,0,,IN,19.056165,72.828727
txn_00333_c363f61f,ACC1229,CUST79315,MASTERCARD,CREDIT,Branded Cards,2025-11-11T07:33:25.438179+05:30,75.00,INR,PowerGrid,Utilities,Mumbai,IN,POS,contactless,APPROVED,,0,,75.00,20,0,,IN,19.032834,72.909659
txn_00334_5ad5a309,ACC7219,CUST65586,AMEX,CREDIT,Branded Cards,2025-11-11T19:48:28.438179+05:30,75.00,INR,QuickServices,Other,Mumbai,IN,ATM,atm_pin,APPROVED,,0,,75.00,16,0,,IN,19.121775,72.845785
txn_00335_4fdfaf5d,ACC8273,CUST39605,MASTERCARD,DEBIT,Branded Cards,2025-08-16T23:42:08.438179+05:30,75.00,INR,MetroPetro,Fuel,Mumbai,IN,POS,chip_pin,APPROVED,,0,,75.00,36,0,,IN,19.054361,72.887739
